mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
calm,0.936,0.625,0.456,0.0226,0.105,-8.622,0.118,143.552,0.0694,4
calm,0.965,0.706,0.269,0.868,0.14,-15.653,0.0459,133.992,0.22,4
calm,0.372,0.592,0.44,0.915,0.122,-11.063,0.107,148.031,0.454,4
calm,0.412,0.871,0.356,0.957,0.112,-13.809,0.25,149.921,0.917,4
calm,0.913,0.709,0.202,0.0733,0.114,-15.316,0.142,74.172,0.309,4
calm,0.554,0.628,0.327,0.917,0.129,-14.961,0.0488,79.986,0.374,4
calm,0.228,0.929,0.343,0.861,0.0602,-12.435,0.0512,120.013,0.755,4
calm,0.532,0.546,0.288,0.805,0.182,-18.567,0.0318,158.246,0.354,4
calm,0.745,0.665,0.236,0.209,0.0885,-12.876,0.171,179.961,0.0948,4
calm,0.737,0.734,0.332,0.902,0.0899,-16.253,0.102,80.0,0.26,4
calm,0.712,0.724,0.575,0.911,0.116,-9.902,0.0491,90.04,0.313,4
calm,0.828,0.519,0.13,0.922,0.12,-13.054,0.0678,88.984,0.405,4
calm,0.0894,0.823,0.613,0.881,0.0956,-11.892,0.159,160.067,0.558,4
calm,0.961,0.683,0.0406,0.962,0.0991,-13.429,0.0944,85.0,0.652,4
calm,0.442,0.718,0.401,0.927,0.11,-5.33,0.0599,140.071,0.221,4
calm,0.32,0.615,0.371,0.593,0.0626,-15.032,0.0356,127.979,0.217,4
calm,0.94,0.617,0.493,0.854,0.116,-6.569,0.043,75.691,0.369,3
calm,0.919,0.385,0.482,0.921,0.101,-12.489,0.311,204.078,0.272,4
calm,0.133,0.548,0.492,0.749,0.0866,-10.827,0.0302,82.118,0.172,4
calm,0.695,0.614,0.279,0.808,0.0991,-14.6,0.046,88.968,0.498,4
calm,0.978,0.782,0.336,0.0677,0.116,-17.41,0.814,78.033,0.663,4
calm,0.945,0.753,0.189,0.839,0.112,-14.082,0.359,84.987,0.66,4
calm,0.0938,0.715,0.385,0.809,0.341,-8.719,0.0925,82.044,0.632,4
calm,0.829,0.823,0.43,0.96,0.125,-10.613,0.0612,168.009,0.762,4
calm,0.975,0.628,0.226,0.868,0.291,-15.684,0.0324,148.052,0.243,4
calm,0.838,0.742,0.445,0.936,0.11,-12.866,0.0989,160.06,0.613,4
calm,0.676,0.736,0.475,0.854,0.433,-15.353,0.0497,111.993,0.295,4
calm,0.963,0.809,0.304,0.898,0.108,-12.764,0.218,79.971,0.527,4
calm,0.587,0.85,0.31,0.906,0.103,-7.152,0.115,140.038,0.677,4
calm,0.735,0.765,0.143,0.8,0.0888,-15.858,0.0576,142.056,0.147,4
calm,0.722,0.713,0.612,0.598,0.137,-7.739,0.195,79.013,0.464,4
calm,0.989,0.357,0.166,0.91,0.116,-17.455,0.0368,70.886,0.48,4
calm,0.849,0.727,0.278,0.412,0.235,-18.594,0.0458,90.631,0.668,4
calm,0.117,0.621,0.352,0.822,0.111,-11.973,0.0637,135.548,0.273,3
calm,0.563,0.81,0.143,0.92,0.113,-11.052,0.137,167.921,0.442,4
calm,0.449,0.643,0.318,0.785,0.595,-11.364,0.253,79.095,0.591,4
calm,0.868,0.772,0.325,0.884,0.085,-8.221,0.147,86.008,0.373,4
calm,0.476,0.717,0.108,0.127,0.0923,-21.876,0.0328,86.005,0.463,4
calm,0.644,0.639,0.188,0.243,0.147,-13.937,0.241,81.995,0.383,4
calm,0.945,0.516,0.185,0.945,0.111,-12.656,0.0406,112.481,0.174,3
calm,0.295,0.823,0.488,0.531,0.0621,-9.302,0.232,88.005,0.137,4
calm,0.711,0.8,0.235,0.833,0.147,-12.056,0.334,150.078,0.431,4
calm,0.671,0.862,0.269,0.704,0.11,-13.162,0.252,154.044,0.252,4
calm,0.624,0.79,0.0984,0.784,0.117,-13.783,0.207,83.19,0.811,4
calm,0.13,0.571,0.601,0.813,0.109,-7.802,0.0646,152.017,0.0369,4
calm,0.268,0.829,0.9,0.689,0.131,-6.575,0.238,93.764,0.684,4
calm,0.789,0.719,0.198,0.812,0.374,-12.174,0.0811,147.992,0.587,4
calm,0.973,0.421,0.192,0.000111,0.0948,-11.996,0.0315,140.963,0.256,4
calm,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,4
calm,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,102.963,0.235,4
calm,0.584,0.565,0.298,0.000246,0.118,-9.932,0.0263,110.247,0.192,4
calm,0.929,0.353,0.239,0.589,0.0681,-16.256,0.036,106.79,0.299,3
calm,0.691,0.64,0.442,0.0,0.0883,-9.025,0.0501,80.013,0.277,4
calm,0.592,0.409,0.482,0.00448,0.078,-9.917,0.0269,78.987,0.335,4
calm,0.837,0.561,0.299,0.000143,0.357,-11.392,0.0315,123.92,0.107,4
calm,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,1
calm,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,1
calm,0.639,0.754,0.448,7.03e-05,0.315,-9.52,0.0385,120.115,0.191,4
calm,0.844,0.241,0.269,0.0,0.101,-9.865,0.0302,93.361,0.284,1
calm,0.768,0.429,0.371,0.00181,0.119,-11.803,0.0351,129.842,0.305,4
calm,0.884,0.459,0.179,8.78e-05,0.226,-13.664,0.0343,79.964,0.229,1
calm,0.337,0.693,0.523,0.038,0.359,-9.552,0.034,84.988,0.446,3
calm,0.823,0.407,0.311,0.00351,0.136,-12.197,0.0284,80.314,0.265,4
calm,0.858,0.533,0.367,0.00803,0.0836,-11.208,0.0521,73.946,0.29,4
calm,0.628,0.579,0.573,0.0,0.126,-10.018,0.0451,144.097,0.368,4
calm,0.918,0.784,0.278,0.000196,0.112,-10.745,0.041,105.034,0.741,4
calm,0.648,0.33,0.338,0.0,0.36,-7.778,0.0289,134.173,0.0919,3
calm,0.83,0.447,0.34,0.0184,0.109,-12.344,0.0298,87.87,0.262,4
calm,0.487,0.462,0.448,2.51e-05,0.133,-6.093,0.0268,163.218,0.446,3
calm,0.868,0.371,0.256,0.00507,0.112,-16.7,0.227,195.674,0.171,4
calm,0.826,0.602,0.139,0.000155,0.116,-15.653,0.037,62.033,0.179,4
calm,0.847,0.706,0.282,0.0,0.0904,-10.548,0.0469,87.064,0.689,4
calm,0.862,0.534,0.348,0.00322,0.103,-11.901,0.0276,143.84,0.232,4
calm,0.547,0.63,0.556,0.000751,0.0989,-7.206,0.0397,169.995,0.344,4
calm,0.479,0.592,0.401,3.42e-05,0.128,-12.386,0.0328,136.476,0.194,4
calm,0.962,0.532,0.146,0.206,0.115,-16.49,0.0346,134.891,0.23,4
calm,0.943,0.676,0.198,0.0132,0.104,-13.91,0.0333,118.004,0.125,4
calm,0.908,0.392,0.102,0.013,0.111,-15.273,0.0308,128.253,0.118,4
calm,0.664,0.642,0.332,8.28e-05,0.0847,-11.23,0.0348,130.153,0.325,4
calm,0.333,0.646,0.52,0.293,0.109,-8.709,0.0317,110.976,0.301,4
calm,0.83,0.825,0.324,9.49e-05,0.115,-11.399,0.032,97.019,0.553,4
calm,0.659,0.617,0.532,0.000262,0.109,-12.23,0.056,97.911,0.485,4
calm,0.623,0.368,0.606,0.175,0.125,-10.748,0.0567,180.006,0.316,3
calm,0.892,0.613,0.36,0.293,0.381,-12.49,0.062,77.983,0.445,4
calm,0.832,0.586,0.254,0.00846,0.105,-15.151,0.0339,108.008,0.0733,4
calm,0.356,0.508,0.44,0.829,0.103,-8.975,0.0429,169.489,0.416,4
calm,0.775,0.443,0.295,9.51e-06,0.163,-10.541,0.0279,79.393,0.186,4
calm,0.389,0.683,0.461,0.000642,0.125,-9.901,0.0321,121.057,0.487,4
calm,0.836,0.593,0.451,0.0,0.0813,-9.166,0.0367,78.009,0.589,4
calm,0.696,0.545,0.246,0.00463,0.136,-11.65,0.0302,110.1,0.0986,4
calm,0.422,0.379,0.544,0.0,0.0953,-7.428,0.0364,129.941,0.411,4
calm,0.613,0.667,0.494,0.00248,0.0589,-11.286,0.0283,100.111,0.411,4
calm,0.0376,0.763,0.857,1.2e-05,0.158,-5.271,0.0844,107.978,0.318,4
calm,0.548,0.396,0.436,0.0816,0.0888,-11.28,0.0268,90.953,0.0967,4
calm,0.86,0.567,0.434,0.257,0.115,-12.755,0.0349,82.459,0.254,4
calm,0.76,0.589,0.37,0.0473,0.113,-10.611,0.0324,87.993,0.328,4
calm,0.459,0.711,0.747,0.0,0.0957,-6.335,0.0523,136.0,0.852,4
calm,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,3
calm,0.806,0.53,0.37,0.0,0.112,-9.989,0.0279,140.061,0.701,4
calm,0.78,0.627,0.575,0.0,0.336,-7.38,0.232,78.546,0.494,4
calm,0.947,0.528,0.473,0.0177,0.15,-11.117,0.11,78.981,0.273,4
calm,0.138,0.768,0.545,0.0,0.134,-8.678,0.0443,130.03,0.389,4
calm,0.815,0.559,0.477,6.12e-06,0.138,-7.872,0.0387,84.963,0.341,4
calm,0.305,0.692,0.431,1.39e-05,0.132,-11.884,0.0335,138.925,0.327,4
calm,0.492,0.823,0.303,0.0613,0.0723,-9.936,0.0701,138.014,0.885,4
calm,0.384,0.965,0.286,0.0,0.178,-11.418,0.0535,119.973,0.807,4
calm,0.0703,0.786,0.6,0.0,0.37,-7.281,0.0536,124.104,0.421,4
calm,0.141,0.639,0.445,6.23e-06,0.127,-8.309,0.0434,130.08,0.18,4
calm,0.519,0.362,0.534,1.02e-06,0.332,-8.38,0.0468,94.742,0.547,4
calm,0.485,0.522,0.446,0.00475,0.185,-10.018,0.0265,95.75,0.51,4
calm,0.457,0.565,0.612,4.89e-05,0.0823,-9.167,0.163,171.876,0.522,4
calm,0.812,0.837,0.283,0.00222,0.104,-6.886,0.0637,89.97,0.791,4
calm,0.595,0.589,0.364,0.0,0.334,-8.079,0.0419,104.991,0.21,4
calm,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,4
calm,0.579,0.824,0.356,3.68e-06,0.134,-9.299,0.063,89.98,0.583,4
calm,0.708,0.548,0.341,0.0,0.121,-11.667,0.397,71.573,0.34,4
calm,0.237,0.754,0.706,3.46e-05,0.097,-6.145,0.0923,81.943,0.536,4
calm,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,4
calm,0.951,0.645,0.327,0.0,0.212,-11.015,0.0567,95.004,0.455,4
calm,0.418,0.706,0.604,0.0,0.242,-6.932,0.303,82.03,0.361,4
calm,0.274,0.698,0.466,0.0106,0.262,-8.86,0.045,78.014,0.361,4
calm,0.346,0.518,0.683,0.0,0.311,-5.295,0.0364,141.971,0.304,4
calm,0.238,0.645,0.357,0.000466,0.157,-9.363,0.115,135.02,0.379,4
calm,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,4
calm,0.491,0.78,0.389,0.00242,0.0699,-8.877,0.0776,121.919,0.188,3
calm,0.49,0.664,0.497,0.0,0.132,-10.275,0.0323,127.994,0.655,4
calm,0.733,0.52,0.204,2.53e-05,0.126,-12.488,0.0355,79.682,0.274,4
calm,0.724,0.584,0.44,0.17,0.211,-8.631,0.0323,96.097,0.158,4
calm,0.566,0.438,0.315,0.0,0.606,-10.941,0.044,156.031,0.151,4
calm,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,4
calm,0.675,0.685,0.46,1.25e-05,0.357,-7.809,0.224,96.876,0.596,3
calm,0.571,0.417,0.257,0.0,0.124,-14.261,0.0421,69.158,0.282,4
calm,0.81,0.753,0.432,0.00141,0.117,-14.786,0.256,109.929,0.0834,4
calm,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
calm,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
calm,0.64,0.8,0.402,0.000272,0.0741,-12.188,0.0807,141.981,0.501,4
calm,0.0686,0.674,0.774,0.00188,0.393,-7.567,0.0892,112.05,0.33,4
calm,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
calm,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
calm,0.702,0.333,0.332,4.87e-05,0.164,-9.389,0.032,136.854,0.111,4
calm,0.734,0.852,0.61,5.97e-06,0.111,-5.856,0.049,117.99,0.713,4
calm,0.48,0.733,0.356,0.0608,0.0956,-8.08,0.0473,75.983,0.538,4
calm,0.623,0.606,0.406,2.97e-05,0.162,-9.689,0.034,87.025,0.136,4
calm,0.26,0.736,0.414,2.12e-05,0.102,-7.934,0.0514,72.487,0.475,4
calm,0.0655,0.868,0.53,0.000326,0.0928,-8.284,0.0464,108.988,0.791,4
calm,0.672,0.652,0.543,2.07e-06,0.112,-6.503,0.0264,99.041,0.262,4
calm,0.463,0.521,0.347,0.0,0.091,-12.716,0.164,123.996,0.198,4
calm,0.112,0.701,0.396,0.0209,0.223,-10.182,0.119,129.004,0.115,4
happy,0.641,0.482,0.849,7.74e-06,0.0414,-9.198,0.0452,124.631,0.937,4
happy,0.261,0.547,0.82,0.0,0.3,-6.728,0.0805,118.208,0.933,4
happy,0.0102,0.551,0.821,0.0438,0.153,-4.489,0.0539,174.923,0.842,4
happy,0.0175,0.566,0.876,0.0114,0.677,-4.6,0.187,156.291,0.642,4
happy,0.00966,0.853,0.681,5.71e-05,0.0233,-5.003,0.0888,114.989,0.93,4
happy,0.139,0.679,0.79,0.00669,0.165,-6.934,0.059,131.177,0.369,4
happy,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,0.557,4
happy,0.0644,0.715,0.97,0.000156,0.205,-2.206,0.0648,79.504,0.963,4
happy,0.232,0.818,0.783,0.00886,0.0803,-6.534,0.0444,99.992,0.819,4
happy,0.144,0.586,0.651,0.0,0.489,-10.16,0.048,81.397,0.901,4
happy,0.0881,0.692,0.832,0.0674,0.183,-4.414,0.0291,112.007,0.858,4
happy,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,4
happy,0.0466,0.843,0.656,0.0187,0.169,-11.184,0.0595,121.112,0.931,4
happy,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,0.799,4
happy,0.00113,0.351,0.928,0.0,0.0988,-3.71,0.0759,148.03,0.239,4
happy,0.0841,0.631,0.924,3.59e-06,0.084,-5.589,0.146,100.045,0.755,4
happy,0.75,0.833,0.323,0.0111,0.137,-6.3,0.0982,93.031,0.678,4
happy,0.0116,0.596,0.869,0.173,0.0678,-11.97,0.037,109.902,0.944,4
happy,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,0.694,4
happy,0.147,0.341,0.894,0.0,0.0741,-6.66,0.0765,174.982,0.672,4
happy,0.414,0.806,0.467,0.00304,0.0881,-11.021,0.12,101.048,0.565,4
happy,0.0123,0.793,0.793,0.0,0.0951,-4.521,0.083,123.95,0.679,4
happy,0.331,0.598,0.531,1.51e-06,0.0938,-7.484,0.0954,70.469,0.696,3
happy,0.0476,0.811,0.879,1.91e-06,0.109,-3.724,0.0514,134.064,0.962,4
happy,0.439,0.741,0.711,0.0,0.116,-9.359,0.126,74.989,0.801,4
happy,0.881,0.681,0.163,7.62e-05,0.0688,-22.597,0.165,69.283,0.771,4
happy,0.0462,0.544,0.847,0.0,0.336,-4.794,0.0385,97.974,0.168,4
happy,0.401,0.896,0.704,0.132,0.0884,-12.148,0.0402,128.685,0.98,4
happy,0.00174,0.771,0.616,5.41e-05,0.117,-6.851,0.0416,106.013,0.336,4
happy,0.0209,0.466,0.801,0.0,0.241,-5.175,0.0354,103.197,0.379,4
happy,0.128,0.653,0.869,2.2e-05,0.046,-3.725,0.0382,122.017,0.697,4
happy,0.00361,0.491,0.87,0.126,0.184,-5.99,0.0308,124.444,0.814,4
happy,0.692,0.824,0.588,0.000104,0.149,-6.4,0.0924,98.027,0.513,4
happy,0.0126,0.548,0.632,4.95e-06,0.0769,-5.569,0.145,113.682,0.535,4
happy,0.18,0.525,0.686,2.66e-06,0.274,-8.879,0.0325,193.667,0.91,4
happy,0.0392,0.654,0.791,0.0,0.321,-6.243,0.048,133.042,0.603,4
happy,0.00224,0.429,0.859,0.893,0.117,-4.75,0.0479,127.917,0.374,4
happy,0.217,0.675,0.885,0.0,0.086,-4.432,0.0436,97.03,0.768,4
happy,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,0.872,4
happy,0.00131,0.965,0.857,0.0,0.0726,-8.458,0.17,127.656,0.951,4
happy,0.00828,0.693,0.754,0.0198,0.445,-7.57,0.0309,123.98,0.432,4
happy,0.0231,0.689,0.887,0.0,0.275,-4.27,0.0424,142.014,0.937,4
happy,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,4
happy,0.0832,0.742,0.838,0.0,0.418,-6.442,0.11,113.373,0.848,4
happy,2.64e-05,0.434,0.958,0.000245,0.101,-3.558,0.0543,145.063,0.746,4
happy,0.0842,0.618,0.837,0.0,0.344,-5.574,0.115,168.114,0.8,4
happy,0.0166,0.642,0.855,0.193,0.27,-3.194,0.0913,136.062,0.623,4
happy,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,116.047,0.862,4
happy,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754,4
happy,0.0733,0.638,0.85,0.0122,0.0867,-4.251,0.0524,100.015,0.545,4
happy,0.0499,0.556,0.929,1.7e-06,0.0931,-3.659,0.037,137.996,0.842,4
happy,0.00892,0.613,0.923,0.0,0.149,-5.234,0.0691,96.043,0.669,4
happy,0.416,0.461,0.936,0.000135,0.136,-6.824,0.104,172.43,0.811,4
happy,0.147,0.686,0.497,8.24e-06,0.107,-6.508,0.0626,150.096,0.741,4
happy,0.314,0.635,0.672,5.03e-06,0.0688,-6.788,0.0637,166.903,0.895,4
happy,0.0104,0.532,0.831,0.000183,0.0801,-4.359,0.0456,93.948,0.764,4
happy,0.0271,0.676,0.824,0.0152,0.363,-5.752,0.0449,122.221,0.696,4
happy,0.0763,0.466,0.634,0.0,0.0678,-5.3,0.0289,128.992,0.324,4
happy,0.371,0.363,0.355,7.43e-05,0.0814,-9.877,0.0457,180.364,0.19,4
happy,0.793,0.899,0.79,0.155,0.111,-3.651,0.104,107.985,0.92,4
happy,0.448,0.559,0.752,0.00061,0.0907,-10.046,0.0581,187.712,0.946,4
happy,0.134,0.636,0.881,0.00952,0.074,-5.376,0.0758,118.237,0.845,4
happy,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,0.53,4
happy,5.12e-06,0.323,0.847,0.0208,0.25,-4.716,0.0348,173.914,0.859,4
happy,0.088,0.647,0.868,0.124,0.129,-6.427,0.106,121.82,0.804,4
happy,0.0525,0.673,0.901,0.000535,0.0736,-2.379,0.0348,100.002,0.503,4
happy,0.652,0.516,0.684,0.0,0.685,-5.659,0.0797,161.167,0.84,4
happy,0.784,0.801,0.167,0.696,0.188,-15.363,0.04,87.013,0.377,4
happy,0.299,0.706,0.777,0.0,0.298,-4.591,0.0567,126.008,0.638,4
happy,0.151,0.851,0.551,0.0,0.0827,-5.177,0.0396,131.922,0.807,4
happy,0.000178,0.516,0.805,0.00135,0.413,-8.017,0.0311,136.67,0.72,4
happy,0.0736,0.696,0.943,0.0,0.653,-2.962,0.0431,129.003,0.833,4
happy,0.0288,0.594,0.83,0.0215,0.261,-5.727,0.0632,117.973,0.69,4
happy,0.0211,0.936,0.414,0.453,0.11,-8.942,0.0791,107.438,0.899,4
happy,0.0237,0.745,0.713,0.00105,0.215,-6.668,0.0633,109.997,0.755,4
happy,0.0668,0.607,0.924,0.0,0.117,-5.684,0.0703,134.975,0.778,4
happy,0.00126,0.526,0.763,6.75e-05,0.359,-12.663,0.0341,136.205,0.514,4
happy,0.00183,0.611,0.948,0.0995,0.0969,-3.751,0.0753,133.004,0.79,4
happy,0.00402,0.445,0.872,0.00909,0.047,-6.294,0.0602,162.407,0.834,4
happy,0.0871,0.794,0.628,0.0,0.181,-4.321,0.0328,121.793,0.935,4
happy,0.0491,0.511,0.815,0.0,0.0826,-3.14,0.144,154.514,0.586,4
happy,0.00209,0.818,0.688,0.0541,0.282,-7.083,0.0379,122.983,0.971,4
happy,5.65e-05,0.462,0.813,0.00352,0.227,-4.562,0.0327,129.99,0.595,4
happy,0.00227,0.464,0.895,0.00394,0.13,-7.683,0.031,91.905,0.932,4
happy,0.225,0.587,0.767,0.0,0.112,-5.713,0.0449,100.38,0.664,4
happy,0.0346,0.704,0.631,0.0,0.159,-12.299,0.0398,123.286,0.793,4
happy,0.0171,0.58,0.981,1.07e-05,0.386,-2.603,0.06,134.007,0.861,4
happy,0.0273,0.629,0.905,0.199,0.0644,-4.745,0.0378,122.448,0.967,4
happy,0.2,0.621,0.915,0.00332,0.0964,-5.224,0.0411,130.013,0.818,4
happy,0.656,0.55,0.868,0.0,0.136,-5.472,0.0361,158.563,0.962,4
happy,0.0079,0.507,0.599,0.0,0.0909,-7.074,0.0934,89.932,0.516,4
happy,0.757,0.757,0.647,3.08e-06,0.0972,-10.264,0.0299,122.771,0.97,4
happy,0.028,0.646,0.85,7.21e-05,0.281,-5.145,0.043,116.999,0.518,4
happy,0.118,0.426,0.76,0.0,0.325,-4.082,0.0414,171.838,0.955,4
happy,0.013,0.7,0.903,0.0,0.194,-5.811,0.097,159.95,0.96,4
happy,0.13,0.699,0.641,0.000218,0.0601,-7.564,0.0289,120.745,0.728,4
happy,0.415,0.405,0.728,0.0,0.0777,-4.76,0.0433,188.701,0.342,4
happy,0.169,0.682,0.374,0.913,0.123,-14.828,0.0603,80.029,0.739,4
happy,0.0154,0.536,0.928,0.00134,0.2,-6.492,0.0589,136.258,0.389,4
happy,0.0349,0.635,0.786,0.00767,0.497,-6.46,0.0377,97.54,0.305,4
happy,0.0528,0.639,0.845,0.0,0.336,-3.333,0.0372,119.48,0.871,4
happy,0.0607,0.574,0.887,2.41e-06,0.334,-6.172,0.0565,136.057,0.622,4
happy,0.0674,0.639,0.923,0.0,0.0879,-5.708,0.032,97.874,0.761,4
happy,0.00277,0.673,0.71,0.0,0.55,-6.744,0.0324,110.017,0.54,4
happy,0.135,0.74,0.632,0.00808,0.19,-4.979,0.0837,92.096,0.498,4
happy,0.14,0.299,0.787,0.0,0.292,-7.93,0.069,94.798,0.716,4
happy,0.286,0.673,0.735,0.0,0.242,-4.733,0.0457,115.744,0.754,4
happy,0.0846,0.704,0.867,0.0,0.206,-5.808,0.0315,131.467,0.809,4
happy,0.0294,0.636,0.831,3.85e-06,0.272,-3.945,0.182,175.015,0.668,4
happy,0.00392,0.657,0.913,0.00149,0.466,-4.984,0.0528,108.036,0.906,4
happy,0.611,0.639,0.875,1.18e-05,0.204,-8.231,0.0413,93.242,0.873,4
happy,0.0131,0.363,0.893,0.0,0.0825,-4.81,0.0584,93.041,0.37,4
happy,0.519,0.435,0.652,0.0,0.129,-8.495,0.0404,108.097,0.806,4
happy,0.0283,0.421,0.831,0.0,0.464,-5.128,0.106,134.184,0.488,4
happy,0.0338,0.674,0.84,0.000441,0.0941,-3.879,0.0746,150.011,0.875,4
happy,0.0276,0.639,0.72,0.0,0.113,-4.253,0.0284,131.797,0.921,4
happy,0.0841,0.593,0.752,0.00308,0.197,-6.617,0.0313,172.087,0.935,4
happy,0.00164,0.507,0.753,0.00087,0.168,-4.064,0.0339,179.948,0.968,4
happy,0.534,0.519,0.772,1.21e-05,0.271,-6.784,0.0331,79.618,0.961,4
happy,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,0.549,4
happy,0.456,0.732,0.973,0.0,0.154,-5.33,0.0319,123.292,0.967,4
happy,0.0117,0.722,0.761,0.0,0.315,-4.459,0.0475,128.044,0.624,4
happy,0.00526,0.707,0.628,8.21e-05,0.104,-9.684,0.0877,187.548,0.87,4
happy,0.756,0.861,0.408,4.36e-05,0.278,-6.632,0.217,113.964,0.713,4
happy,0.113,0.51,0.918,2.31e-06,0.115,-6.219,0.0433,95.876,0.94,4
happy,0.219,0.647,0.822,0.0,0.0908,-4.662,0.183,160.019,0.962,4
happy,0.0219,0.597,0.812,0.00106,0.102,-12.062,0.0315,135.68,0.823,4
happy,0.00767,0.479,0.931,0.0,0.306,-3.976,0.0613,154.931,0.708,4
happy,0.187,0.474,0.57,0.0,0.106,-3.188,0.068,94.16,0.535,4
happy,0.00777,0.582,0.787,0.0,0.182,-5.923,0.0877,130.953,0.368,4
happy,0.223,0.74,0.945,0.116,0.356,-5.666,0.0314,131.644,0.975,4
happy,0.0123,0.551,0.834,0.000936,0.472,-5.882,0.0482,168.944,0.962,4
happy,0.0182,0.532,0.586,9.8e-06,0.0963,-7.503,0.179,77.705,0.737,4
happy,0.0808,0.736,0.676,0.149,0.197,-7.28,0.0408,125.046,0.935,4
happy,0.356,0.504,0.904,0.121,0.14,-6.863,0.179,176.808,0.772,4
happy,0.164,0.682,0.724,0.0,0.301,-5.055,0.0306,132.051,0.491,4
happy,0.141,0.782,0.873,0.0571,0.112,-7.157,0.0475,123.181,0.858,4
happy,0.046,0.562,0.939,0.0,0.112,-4.282,0.0475,116.044,0.684,4
happy,0.13,0.749,0.484,0.137,0.0486,-9.944,0.0484,167.084,0.939,4
happy,0.394,0.731,0.822,0.0,0.288,-5.305,0.0459,118.021,0.708,4
happy,0.533,0.683,0.719,1.84e-05,0.112,-4.568,0.0299,118.731,0.907,4
happy,0.0155,0.477,0.776,0.00314,0.203,-5.056,0.0349,131.004,0.429,4
happy,0.00305,0.578,0.936,0.687,0.47,-5.761,0.0364,131.268,0.659,4
happy,0.377,0.628,0.886,8.65e-06,0.186,-4.253,0.0485,123.942,0.694,4
happy,0.267,0.806,0.657,0.000182,0.224,-11.574,0.158,89.492,0.702,4
happy,0.137,0.697,0.824,0.00702,0.141,-6.328,0.111,158.023,0.599,4
happy,0.0754,0.837,0.592,0.000251,0.0671,-14.264,0.0671,125.686,0.836,4
happy,0.0393,0.736,0.813,1.64e-06,0.164,-4.296,0.0853,118.968,0.933,4
happy,0.732,0.566,0.811,0.638,0.596,-9.849,0.0435,127.944,0.961,4
happy,0.0776,0.597,0.93,0.000404,0.0566,-3.23,0.0477,119.788,0.693,4
happy,0.00706,0.561,0.849,0.0,0.0822,-5.544,0.0582,129.061,0.411,4
happy,0.0934,0.795,0.564,0.000531,0.0631,-10.482,0.0392,124.166,0.961,4
happy,0.053,0.774,0.91,9.67e-06,0.095,-2.456,0.0722,120.02,0.881,4
happy,0.0157,0.508,0.725,1.26e-06,0.0995,-10.795,0.0344,138.934,0.741,4
happy,0.0538,0.442,0.846,4.71e-06,0.282,-5.214,0.0764,128.235,0.622,4
happy,0.0634,0.561,0.846,0.0,0.193,-4.48,0.0867,116.168,0.75,4
happy,0.6,0.526,0.509,0.0,0.144,-10.893,0.0628,138.318,0.497,4
happy,0.000459,0.543,0.946,0.000259,0.108,-3.888,0.0391,116.515,0.221,4
happy,0.046,0.747,0.904,0.106,0.203,-2.623,0.0803,118.877,0.846,4
happy,0.0094,0.887,0.48,3.58e-05,0.0662,-11.994,0.117,95.846,0.607,4
happy,0.269,0.533,0.964,6.29e-05,0.0642,-4.712,0.0878,156.149,0.812,4
happy,0.000855,0.534,0.943,0.0264,0.0697,-5.898,0.0845,101.754,0.823,4
happy,0.00585,0.553,0.724,4.72e-05,0.366,-6.486,0.0359,128.024,0.383,4
happy,0.181,0.601,0.593,0.000441,0.121,-11.685,0.0257,97.784,0.902,4
happy,0.423,0.441,0.908,2.88e-06,0.325,-6.481,0.0425,147.597,0.808,4
happy,0.0383,0.704,0.845,2.03e-05,0.12,-9.516,0.0535,94.52,0.623,4
happy,0.27,0.674,0.794,2.47e-06,0.211,-7.361,0.0726,129.292,0.685,4
